timestamp,pm10,pm25
2024-01-01 00:00:21,207.38,86.68
2024-01-01 00:02:47,186.0,81.65
2024-01-01 00:05:13,185.45,86.32
2024-01-01 00:07:39,202.98,90.25
2024-01-01 00:10:05,172.15,82.03
2024-01-01 00:12:31,189.07,86.68
2024-01-01 00:14:58,204.07,85.55
2024-01-01 00:17:24,185.57,85.22
2024-01-01 00:19:50,186.63,85.8
2024-01-01 00:22:17,202.38,89.7
2024-01-01 00:24:43,206.25,92.95
2024-01-01 00:27:09,197.18,88.25
2024-01-01 00:29:35,175.3,80.9
2024-01-01 00:32:01,188.0,84.25
2024-01-01 00:34:27,194.02,86.13
2024-01-01 00:36:54,189.57,83.2
2024-01-01 00:39:20,178.43,78.2
2024-01-01 00:41:46,162.77,71.65
2024-01-01 00:44:12,179.35,77.25
2024-01-01 00:46:38,171.7,75.68
2024-01-01 00:49:04,182.05,78.57
2024-01-01 00:51:49,172.23,78.6
2024-01-01 00:54:15,159.13,71.93
2024-01-01 00:56:41,179.85,77.4
2024-01-01 00:59:07,167.4,78.32
2024-01-01 01:01:33,169.2,75.03
2024-01-01 01:03:59,176.75,74.6
2024-01-01 01:06:25,174.07,75.22
2024-01-01 01:08:52,162.25,70.05
2024-01-01 01:11:18,151.23,59.78
2024-01-01 01:13:44,132.15,57.72
2024-01-01 01:16:11,153.6,67.57
2024-01-01 01:18:37,161.85,67.53
2024-01-01 01:21:03,151.0,61.53
2024-01-01 01:23:29,159.77,61.1
2024-01-01 01:25:55,138.82,59.2
2024-01-01 01:28:21,136.77,57.7
2024-01-01 01:30:48,143.82,55.28
2024-01-01 01:33:14,126.55,55.95
2024-01-01 01:35:40,124.45,54.75
2024-01-01 01:38:06,130.65,54.13
2024-01-01 01:43:24,131.0,55.22
2024-01-01 01:45:51,141.63,60.2
2024-01-01 01:48:17,130.9,57.33
2024-01-01 01:50:44,130.25,57.58
2024-01-01 01:53:11,137.38,59.83
2024-01-01 01:55:40,143.45,58.17
2024-01-01 01:58:06,127.1,56.72
2024-01-01 02:00:32,137.95,57.78
2024-01-01 02:02:58,130.2,56.13
2024-01-01 02:05:25,131.88,56.63
2024-01-01 02:07:51,124.78,55.33
2024-01-01 02:10:17,135.13,56.72
2024-01-01 02:12:46,120.18,55.08
2024-01-01 02:15:12,136.73,58.9
2024-01-01 02:17:38,132.18,55.97
2024-01-01 02:20:04,135.88,60.05
2024-01-01 02:22:35,151.68,61.63
2024-01-01 02:25:02,144.13,63.35
2024-01-01 02:27:28,139.85,65.15
2024-01-01 02:29:54,138.02,62.2
2024-01-01 02:32:20,126.7,54.7
2024-01-01 02:34:49,129.98,60.4
2024-01-01 02:37:15,144.57,62.85
2024-01-01 02:39:41,143.15,61.8
2024-01-01 02:42:07,140.02,62.95
2024-01-01 02:44:33,141.77,62.67
2024-01-01 02:46:59,141.7,63.4
2024-01-01 02:49:25,155.32,64.13
2024-01-01 02:51:51,133.9,61.33
2024-01-01 02:54:17,140.88,60.4
2024-01-01 02:56:44,125.1,59.55
2024-01-01 02:59:10,144.65,62.35
