timestamp,pm10,pm25
2024-01-01 00:01:41,152.4,76.28
2024-01-01 00:04:08,127.7,67.88
2024-01-01 00:06:34,109.7,59.88
2024-01-01 00:09:00,74.45,42.17
2024-01-01 00:11:29,74.78,41.9
2024-01-01 00:13:55,69.1,41.17
2024-01-01 00:16:27,76.18,42.58
2024-01-01 00:18:53,81.65,44.83
2024-01-01 00:21:19,87.9,45.13
2024-01-01 00:23:45,88.18,48.78
2024-01-01 00:26:12,88.3,45.92
2024-01-01 00:28:40,82.38,44.03
2024-01-01 00:31:09,76.13,42.05
2024-01-01 00:33:35,69.57,37.8
2024-01-01 00:36:01,62.22,32.83
2024-01-01 00:38:30,61.38,34.03
2024-01-01 00:40:56,62.33,35.85
2024-01-01 00:43:22,64.22,35.85
2024-01-01 00:45:48,80.1,40.0
2024-01-01 00:48:14,80.15,40.3
2024-01-01 00:50:40,75.13,39.97
2024-01-01 00:53:07,72.95,39.97
2024-01-01 00:55:33,74.53,42.9
2024-01-01 00:57:59,74.95,44.7
2024-01-01 01:00:26,75.35,43.08
2024-01-01 01:02:52,70.68,41.13
2024-01-01 01:05:18,76.57,42.75
2024-01-01 01:07:44,70.63,38.9
2024-01-01 01:10:11,73.9,39.05
2024-01-01 01:12:37,65.6,35.8
2024-01-01 01:15:03,61.67,34.83
2024-01-01 01:17:29,58.25,33.95
2024-01-01 01:19:55,69.35,36.15
2024-01-01 01:22:22,67.38,35.03
2024-01-01 01:24:48,64.35,34.13
2024-01-01 01:27:14,69.65,37.38
2024-01-01 01:29:40,71.45,38.1
2024-01-01 01:32:07,74.78,38.92
2024-01-01 01:34:34,75.72,38.72
2024-01-01 01:37:00,77.38,40.55
2024-01-01 01:39:26,73.63,39.42
2024-01-01 01:41:53,77.55,40.38
2024-01-01 01:44:19,63.08,33.42
2024-01-01 01:46:45,79.9,39.47
2024-01-01 01:49:12,76.85,39.55
2024-01-01 01:51:40,61.0,32.95
2024-01-01 01:54:06,61.85,35.75
2024-01-01 01:56:32,63.67,34.97
2024-01-01 01:58:59,68.78,37.42
2024-01-01 02:01:28,96.53,49.1
2024-01-01 02:03:54,86.88,47.85
2024-01-01 02:06:20,87.0,49.6
2024-01-01 02:08:49,97.75,49.95
2024-01-01 02:11:15,97.6,48.88
2024-01-01 02:13:41,95.05,49.1
2024-01-01 02:16:08,124.75,66.75
2024-01-01 02:18:34,120.63,60.45
2024-01-01 02:21:00,131.68,65.22
2024-01-01 02:23:26,124.03,65.28
2024-01-01 02:25:52,125.1,65.2
2024-01-01 02:28:18,124.25,62.6
2024-01-01 02:30:44,129.98,64.43
2024-01-01 02:33:11,117.18,61.95
2024-01-01 02:35:42,131.82,65.65
2024-01-01 02:38:11,116.57,60.88
2024-01-01 02:40:37,120.1,61.47
2024-01-01 02:43:04,117.5,59.78
2024-01-01 02:45:32,120.55,63.15
2024-01-01 02:48:01,114.15,57.85
2024-01-01 02:50:29,109.5,56.3
2024-01-01 02:52:56,108.0,55.72
2024-01-01 02:55:22,105.63,56.25
2024-01-01 02:57:51,99.0,53.4
2024-01-01 03:00:17,95.8,50.6
2024-01-01 03:02:46,105.15,57.67
2024-01-01 03:05:12,86.0,46.63
2024-01-01 03:07:38,95.68,51.8
2024-01-01 03:10:07,98.13,51.83
2024-01-01 03:12:36,109.57,54.95
