timestamp,pm10,pm25
2024-01-01 00:00:11,225.88,131.98
2024-01-01 00:02:38,227.8,135.2
2024-01-01 00:05:05,232.73,136.95
2024-01-01 00:07:31,218.45,131.68
2024-01-01 00:09:57,186.25,111.85
2024-01-01 00:12:23,157.25,92.8
2024-01-01 00:14:48,181.4,112.68
2024-01-01 00:17:14,192.55,116.53
2024-01-01 00:19:40,215.9,126.53
2024-01-01 00:22:06,227.27,134.35
2024-01-01 00:24:32,215.68,128.68
2024-01-01 00:26:58,194.55,113.5
2024-01-01 00:29:23,151.65,93.07
2024-01-01 00:31:52,147.48,91.93
2024-01-01 00:34:18,152.95,91.15
2024-01-01 00:36:44,162.32,97.13
2024-01-01 00:39:10,154.93,93.2
2024-01-01 00:41:35,174.82,101.85
2024-01-01 00:44:02,243.73,141.27
2024-01-01 00:46:28,179.55,108.35
2024-01-01 00:48:54,235.45,133.13
2024-01-01 00:51:20,160.68,98.88
2024-01-01 00:53:46,168.73,100.2
2024-01-01 00:56:11,233.43,135.35
2024-01-01 00:58:37,236.52,138.52
2024-01-01 01:01:03,249.65,145.75
2024-01-01 01:03:29,284.6,171.07
2024-01-01 01:05:56,216.95,126.43
2024-01-01 01:08:22,241.75,143.4
2024-01-01 01:10:48,166.75,98.0
2024-01-01 01:13:14,207.32,122.97
2024-01-01 01:15:41,299.85,173.6
2024-01-01 01:18:07,235.32,138.85
2024-01-01 01:20:33,332.4,198.18
2024-01-01 01:22:59,419.52,256.6
2024-01-01 01:25:24,167.45,100.35
2024-01-01 01:27:50,166.35,102.7
2024-01-01 01:30:16,134.68,76.07
2024-01-01 01:32:42,168.75,99.57
2024-01-01 01:35:07,173.88,100.8
2024-01-01 01:37:35,262.88,153.52
2024-01-01 01:40:00,184.4,106.85
2024-01-01 01:42:26,168.02,96.85
2024-01-01 01:44:52,189.25,110.82
2024-01-01 01:47:18,214.1,124.47
2024-01-01 01:49:45,205.1,121.68
2024-01-01 01:52:11,172.23,102.82
2024-01-01 01:54:37,120.8,72.85
2024-01-01 01:57:03,153.27,93.0
2024-01-01 01:59:31,158.75,93.05
2024-01-01 02:01:57,151.02,88.63
2024-01-01 02:04:24,127.43,77.65
2024-01-01 02:06:50,144.3,86.93
2024-01-01 02:09:15,116.82,73.45
2024-01-01 02:11:41,149.8,90.15
2024-01-01 02:16:40,212.88,123.07
2024-01-01 02:19:27,149.57,90.03
2024-01-01 02:21:53,121.4,77.85
2024-01-01 02:24:21,153.63,95.65
2024-01-01 02:26:47,165.35,101.0
2024-01-01 02:29:13,141.85,92.38
2024-01-01 02:31:40,153.5,96.0
2024-01-01 02:34:06,148.52,92.03
2024-01-01 02:36:37,121.97,77.72
2024-01-01 02:39:04,117.1,76.05
2024-01-01 02:41:34,134.15,87.3
2024-01-01 02:44:00,151.68,94.38
2024-01-01 02:46:27,191.88,112.9
2024-01-01 02:48:52,182.77,112.55
2024-01-01 02:51:18,202.52,118.22
2024-01-01 02:53:44,185.0,112.15
2024-01-01 02:56:19,171.15,105.93
2024-01-01 02:58:46,170.85,104.63
2024-01-01 03:01:13,183.75,112.72
2024-01-01 03:03:39,188.95,112.7
2024-01-01 03:06:05,179.82,107.15
2024-01-01 03:08:33,176.85,109.93
2024-01-01 03:11:03,167.68,104.22
2024-01-01 03:13:29,210.18,127.85
2024-01-01 03:15:55,208.07,126.8
2024-01-01 03:18:21,263.13,152.98
2024-01-01 03:20:46,252.35,149.02
2024-01-01 03:23:12,208.25,123.7
2024-01-01 03:25:38,182.6,108.43
2024-01-01 03:28:04,196.13,117.9
2024-01-01 03:30:29,190.95,117.55
2024-01-01 03:32:55,188.77,114.3
2024-01-01 03:35:21,159.32,95.35
2024-01-01 03:37:46,226.77,133.93
2024-01-01 03:40:12,229.52,135.95
2024-01-01 03:42:38,222.85,134.5
2024-01-01 03:45:04,209.3,123.13
2024-01-01 03:47:31,226.1,130.43
2024-01-01 03:49:58,230.73,133.18
2024-01-01 03:52:24,202.55,117.18
2024-01-01 03:54:50,220.88,127.8
2024-01-01 03:57:16,209.85,118.57
2024-01-01 03:59:42,199.55,116.47
2024-01-01 04:02:08,209.98,124.72
2024-01-01 04:04:35,194.88,115.57
2024-01-01 04:07:02,200.2,120.57
2024-01-01 04:09:28,195.1,117.93
2024-01-01 04:11:54,205.48,116.82
2024-01-01 04:14:19,197.27,114.3
2024-01-01 04:16:45,203.27,117.72
2024-01-01 04:19:11,171.0,102.9
2024-01-01 04:21:39,213.07,120.43
2024-01-01 04:24:08,188.4,111.88
2024-01-01 04:26:34,192.02,114.22
2024-01-01 04:29:02,176.95,108.55
2024-01-01 04:31:28,174.18,100.28
2024-01-01 04:33:54,189.85,111.07
