timestamp,pm10,pm25
2024-01-01T01:01:47+01:00,104.38,61.05
2024-01-01T01:04:14+01:00,107.3,63.1
2024-01-01T01:06:42+01:00,101.38,59.33
2024-01-01T01:09:09+01:00,97.07,53.8
2024-01-01T01:11:36+01:00,83.75,54.17
2024-01-01T01:14:04+01:00,91.95,55.45
2024-01-01T01:16:31+01:00,94.95,57.08
2024-01-01T01:19:00+01:00,93.45,56.25
2024-01-01T01:21:27+01:00,82.0,51.45
2024-01-01T01:23:55+01:00,81.28,50.35
2024-01-01T01:26:22+01:00,86.32,50.22
2024-01-01T01:28:49+01:00,84.55,49.22
2024-01-01T01:31:16+01:00,82.28,47.63
2024-01-01T01:33:44+01:00,79.6,46.88
2024-01-01T01:36:11+01:00,74.07,47.4
2024-01-01T01:38:38+01:00,82.7,47.67
2024-01-01T01:41:06+01:00,78.38,49.05
2024-01-01T01:43:38+01:00,78.95,48.1
2024-01-01T01:46:06+01:00,82.47,52.45
2024-01-01T01:48:33+01:00,86.7,52.75
2024-01-01T01:51:00+01:00,95.47,54.0
2024-01-01T01:53:27+01:00,116.47,68.35
2024-01-01T01:55:55+01:00,152.82,90.55
2024-01-01T01:58:22+01:00,176.1,105.35
2024-01-01T02:00:49+01:00,203.95,118.93
2024-01-01T02:03:17+01:00,205.73,123.07
2024-01-01T02:05:44+01:00,203.15,124.38
2024-01-01T02:08:12+01:00,226.77,130.45
2024-01-01T02:10:39+01:00,227.8,131.43
2024-01-01T02:13:07+01:00,220.52,133.25
2024-01-01T02:15:34+01:00,230.95,138.73
2024-01-01T02:18:02+01:00,235.23,138.02
2024-01-01T02:20:30+01:00,229.8,137.07
2024-01-01T02:22:57+01:00,236.95,141.93
2024-01-01T02:25:25+01:00,229.18,137.77
2024-01-01T02:27:52+01:00,236.32,143.8
2024-01-01T02:30:20+01:00,236.57,140.23
2024-01-01T02:32:47+01:00,235.18,140.35
2024-01-01T02:35:15+01:00,205.98,124.85
2024-01-01T02:37:45+01:00,187.6,117.3
2024-01-01T02:40:15+01:00,396.52,220.13
2024-01-01T02:42:45+01:00,275.33,160.55
2024-01-01T02:45:13+01:00,239.6,145.85
2024-01-01T02:47:41+01:00,231.93,143.68
2024-01-01T02:50:09+01:00,197.1,121.9
2024-01-01T02:52:36+01:00,196.15,117.03
2024-01-01T02:55:06+01:00,184.25,114.57
2024-01-01T02:57:34+01:00,168.82,107.38
2024-01-01T03:00:03+01:00,169.98,103.95
2024-01-01T03:02:33+01:00,171.5,102.22
2024-01-01T03:05:02+01:00,162.73,101.9
2024-01-01T03:07:33+01:00,154.65,96.53
2024-01-01T03:10:00+01:00,144.57,92.6
2024-01-01T03:12:28+01:00,141.8,86.63
2024-01-01T03:14:55+01:00,143.82,85.5
2024-01-01T03:17:23+01:00,121.2,79.82
2024-01-01T03:19:50+01:00,118.38,76.15
2024-01-01T03:22:22+01:00,115.6,74.88
2024-01-01T03:24:49+01:00,120.95,78.22
2024-01-01T03:27:16+01:00,120.43,77.15
2024-01-01T03:29:43+01:00,115.25,73.1
2024-01-01T03:32:11+01:00,111.13,68.03
2024-01-01T03:34:38+01:00,107.28,67.55
2024-01-01T03:37:05+01:00,108.4,68.32
2024-01-01T03:39:32+01:00,119.95,71.82
2024-01-01T03:42:00+01:00,118.5,73.4
2024-01-01T03:44:27+01:00,119.28,71.65
2024-01-01T03:46:54+01:00,121.28,71.22
2024-01-01T03:49:22+01:00,113.1,69.07
2024-01-01T03:51:49+01:00,110.1,66.53
2024-01-01T03:54:16+01:00,119.25,70.7
2024-01-01T03:56:44+01:00,118.95,72.63
2024-01-01T03:59:11+01:00,115.68,72.4
2024-01-01T04:01:38+01:00,115.7,70.95
2024-01-01T04:04:06+01:00,113.15,67.93
2024-01-01T04:06:33+01:00,108.47,64.72
2024-01-01T04:09:00+01:00,106.47,65.1
2024-01-01T04:11:28+01:00,107.4,67.75
2024-01-01T04:13:55+01:00,105.18,64.9
2024-01-01T04:16:23+01:00,105.22,61.17
2024-01-01T04:18:51+01:00,104.68,61.67
2024-01-01T04:21:19+01:00,98.47,59.92
2024-01-01T04:23:46+01:00,97.68,55.83
2024-01-01T04:26:13+01:00,98.9,60.4
2024-01-01T04:28:41+01:00,101.93,60.85
2024-01-01T04:31:09+01:00,101.05,60.53
2024-01-01T04:33:36+01:00,102.97,63.55
2024-01-01T04:36:04+01:00,106.93,64.03
2024-01-01T04:38:32+01:00,102.2,62.88
2024-01-01T04:40:59+01:00,105.78,65.57
2024-01-01T04:43:27+01:00,119.22,69.9
2024-01-01T04:45:54+01:00,119.25,69.38
2024-01-01T04:48:21+01:00,119.53,69.7
2024-01-01T04:50:49+01:00,111.22,65.57
2024-01-01T04:53:16+01:00,113.38,66.82
2024-01-01T04:55:43+01:00,113.88,65.5
2024-01-01T04:58:10+01:00,116.03,70.7
2024-01-01T05:00:38+01:00,116.2,69.6
2024-01-01T05:03:05+01:00,112.22,67.32
2024-01-01T05:05:32+01:00,114.47,68.9
2024-01-01T05:08:00+01:00,116.43,68.28
2024-01-01T05:10:27+01:00,115.57,66.9
2024-01-01T05:12:55+01:00,109.57,67.72
2024-01-01T05:15:22+01:00,116.85,69.35
2024-01-01T05:17:50+01:00,112.95,64.55
2024-01-01T05:20:18+01:00,112.93,65.97
2024-01-01T05:22:45+01:00,118.25,68.28
2024-01-01T05:25:15+01:00,117.05,67.0
2024-01-01T05:27:42+01:00,107.78,63.5
2024-01-01T05:30:09+01:00,111.78,67.63
2024-01-01T05:32:37+01:00,107.93,66.68
2024-01-01T05:35:05+01:00,111.78,68.72
2024-01-01T05:37:32+01:00,113.25,66.28
2024-01-01T05:40:00+01:00,111.05,68.88
2024-01-01T05:42:27+01:00,107.85,67.45
2024-01-01T05:44:54+01:00,130.6,77.35
2024-01-01T05:47:22+01:00,133.68,79.18
2024-01-01T05:49:49+01:00,137.73,85.2
2024-01-01T05:52:16+01:00,149.68,86.43
2024-01-01T05:54:44+01:00,122.82,73.93
2024-01-01T05:57:11+01:00,123.43,74.53
2024-01-01T05:59:39+01:00,131.35,75.8
2024-01-01T06:02:06+01:00,138.35,81.07
2024-01-01T06:04:50+01:00,137.1,82.3
2024-01-01T06:07:18+01:00,143.93,87.88
2024-01-01T06:09:45+01:00,140.82,84.3
2024-01-01T06:12:13+01:00,143.5,82.95
2024-01-01T06:14:41+01:00,141.88,87.68
2024-01-01T06:17:08+01:00,134.55,80.28
2024-01-01T06:19:35+01:00,141.75,83.38
