timestamp,pm10,pm25
2024-01-01 00:00:19,0.8,0.1
2024-01-01 00:02:45,0.88,0.1
2024-01-01 00:05:11,1.25,0.2
2024-01-01 00:07:37,1.33,0.45
2024-01-01 00:10:04,1.08,0.43
2024-01-01 00:12:30,1.52,0.45
2024-01-01 00:14:58,0.77,0.1
2024-01-01 00:17:24,0.9,0.2
2024-01-01 00:19:50,1.38,0.57
2024-01-01 00:22:17,1.52,0.57
2024-01-01 00:24:43,0.98,0.17
2024-01-01 00:27:09,0.88,0.13
2024-01-01 00:29:35,0.85,0.1
2024-01-01 00:32:01,1.2,0.32
2024-01-01 00:34:27,1.33,0.4
2024-01-01 00:36:53,1.17,0.3
2024-01-01 00:39:19,1.0,0.2
2024-01-01 00:41:45,1.13,0.28
2024-01-01 00:44:12,0.9,0.13
2024-01-01 00:46:38,0.9,0.17
2024-01-01 00:49:04,1.23,0.3
2024-01-01 00:51:31,1.25,0.3
2024-01-01 00:53:57,1.05,0.3
2024-01-01 00:56:23,1.27,0.3
2024-01-01 00:58:49,1.23,0.52
2024-01-01 01:01:15,1.4,0.4
2024-01-01 01:03:41,0.82,0.1
2024-01-01 01:06:07,1.4,0.3
2024-01-01 01:08:33,1.17,0.4
2024-01-01 01:10:59,1.3,0.3
2024-01-01 01:13:25,1.5,0.43
2024-01-01 01:15:51,0.95,0.43
2024-01-01 01:18:17,1.42,0.47
2024-01-01 01:20:43,0.95,0.2
2024-01-01 01:23:10,1.33,0.65
2024-01-01 01:25:37,0.93,0.2
2024-01-01 01:28:03,1.15,0.25
2024-01-01 01:30:29,1.7,0.7
2024-01-01 01:32:55,1.23,0.3
2024-01-01 01:35:21,1.25,0.55
2024-01-01 01:37:47,1.52,0.38
2024-01-01 01:40:13,1.0,0.2
2024-01-01 01:42:43,1.1,0.2
2024-01-01 01:45:10,0.8,0.1
2024-01-01 01:47:36,1.08,0.2
2024-01-01 01:50:02,1.23,0.2
2024-01-01 01:52:31,0.98,0.2
2024-01-01 01:54:57,0.95,0.1
2024-01-01 01:57:23,1.1,0.3
2024-01-01 01:59:50,1.1,0.2
2024-01-01 02:02:16,1.63,0.52
2024-01-01 02:04:42,1.23,0.4
2024-01-01 02:07:08,1.25,0.47
2024-01-01 02:09:34,0.85,0.15
2024-01-01 02:12:01,0.9,0.1
2024-01-01 02:14:27,1.05,0.2
2024-01-01 02:16:54,1.08,0.2
2024-01-01 02:19:20,1.48,0.52
2024-01-01 02:21:50,1.1,0.43
2024-01-01 02:24:17,0.93,0.13
